Posted on: 2023-01-21; at: 21:32,GOOGLECLOUD,"@pavantiwari21 Hello Pavan, thanks for reaching us out, sorry to read about the issue. Have you contacted our Certification Team through this form https://t.co/tMxg79vCee and received a case number? They might take a few days to reply, if you haven't, please submit it, so we can help you -VR",2023-01-21 21:32:44+00:00
Posted on: 2023-01-12; at: 20:46,GOOGLECLOUD,"The 2023 Modern Architecture and API Leadership Forum calendar is taking shape.

This one day VIP invitation only event brings together modern architecture and API leaders who are architecting the future.

Register for updates on the 2023 calendar → https://t.co/LEzElz0S3e https://t.co/CZCaPHtZsU",2023-01-12 20:46:58+00:00
Posted on: 2023-01-10; at: 05:25,GOOGLECLOUD,"@VarunHasteer Thank you for the details, it seems that the delay on this it seems there is an enormous affluence of certification from December high volume, and we will soon release all certificates,We appreciate your patience on this matter.
 -JG",2023-01-10 05:25:45+00:00
Posted on: 2023-01-09; at: 06:09,GOOGLECLOUD,@VarunHasteer Thanks for clarifying. You may use this form https://t.co/XrDlaYQlYI to contact our certifications support team. Cheers! -EC,2023-01-09 06:09:55+00:00
Posted on: 2023-01-18; at: 19:41,GRAFANA,"If you couldn’t join us in NYC for #ObservabilityCON we’ve got some great news. We’re taking the show on the road!  

Sign up here and be the first to know when registration opens for an event near you.
https://t.co/hmdqH7sOCU https://t.co/hAvQtMl0OJ",2023-01-18 19:41:20+00:00
Posted on: 2023-01-12; at: 18:29,GRAFANA,"We are incredibly honored to share that Grafana's Big Tent podcast is the winner of the DevOps Dozen 2022 award for Best DevOps Related Podcast (audio only).  You can check out the entire first season of The Big Tent here and watch for season 2 coming soon
https://t.co/MeNzuZQrDV https://t.co/GoODHBRYjQ",2023-01-12 18:29:48+00:00
Posted on: 2023-01-12; at: 16:32,GRAFANA,@jupiter72024681 Thanks for reaching out.  Our team would love to talk more about this event and the community with you.  Feel free to drop us an email at community@grafana.com so we can chat.,2023-01-12 16:32:57+00:00
Posted on: 2023-01-09; at: 20:03,GRAFANA,"We recently released a new feature in Grafana Machine Learning that helps users improve their forecasts: Holidays.  Account for predictable shifts in your data by telling the model when events have occurred in the past, and when they will occur again.
https://t.co/s3pih4L3Ek",2023-01-09 20:03:41+00:00
Posted on: 2023-01-09; at: 11:01,GRAFANA,"Grafana Loki for log aggregation has seen a great uptick in adoption, with more  users benefiting from its small index, ease of use, and cost effectiveness. Join us January 26 for this webinar on getting started with logging and Grafana Loki
https://t.co/mOPlGKDIUm https://t.co/fHcbOqblhU",2023-01-09 11:01:05+00:00
Posted on: 2023-01-05; at: 17:06,GRAFANA,"In this tutorial, you'll learn how you can use the grafana_agent Ansible role to simultaneously deploy and manage Grafana Agents across eight Linux hosts and eventually monitor them using Grafana Cloud.

https://t.co/ZICKNEDtLz",2023-01-05 17:06:56+00:00
Posted on: 2023-01-05; at: 16:53,GRAFANA,"We started the open source Loki project to solve the problems of logging solutions that don't scale well or are difficult to secure.  Join us Jan 25th for this webinar on how to scale and secure your logs with Grafana Loki.
https://t.co/uifVAyFdkM https://t.co/eB3tCsbMC2",2023-01-05 16:53:06+00:00
Posted on: 2023-01-03; at: 16:50,GRAFANA,"Laws for data privacy are complex and rapidly changing. During this Jan 18th webinar, we will learn how you can integrate Grafana Loki in your enterprise privacy strategy.
https://t.co/LmrPhjEGRA https://t.co/yQsz1IrWuy",2023-01-03 16:50:09+00:00
Posted on: 2022-12-28; at: 07:50,GRAFANA,"Join us January 11th for this webinar on reducing your observability TCO (total cost of ownership) with the Grafana Stack and keep a handle on your costs.

https://t.co/sLILoXv2UY https://t.co/8YEu0khjn7",2022-12-28 07:50:05+00:00
Posted on: 2022-12-26; at: 19:48,GRAFANA,"Determining the true value of a solution can become a difficult task when observability practitioners get caught up in the implementation details of their projects.  Join us January 10th for this webinar on Reducing your observability TCO.
https://t.co/pkguviwScX https://t.co/Fp49ZP4dw3",2022-12-26 19:48:05+00:00
Posted on: 2022-12-19; at: 18:13,GRAFANA,"The move to cloud native and microservice-based architectures has led to an explosion in the volume of logs. Join us Jan 25 for this webinar on scaling and securing your logs.  Learn about Grafana Loki and what sets it apart from other logging solutions.
https://t.co/uifVAyFdkM https://t.co/FSmmhAbuDq",2022-12-19 18:13:07+00:00
Posted on: 2022-12-14; at: 18:27,GRAFANA,"We’re proud to share that Grafana’s “Big Tent” podcast has been nominated for Best DevOps Related Podcast Series in the DevOps Dozen Awards!  Check out the nominees and vote at https://t.co/O0YA07D6He

Learn more about The Big Tent podcast here:
https://t.co/vSg2XN6ioY https://t.co/2dm3YNRiyV",2022-12-14 18:27:06+00:00
Posted on: 2022-12-13; at: 20:22,GRAFANA,"Join us tomorrow, December 14 for this webinar on Logging with Grafana Loki covering essential configuration settings.  This webinar is a great follow on to our Getting started with logging and Grafana Loki which is available on demand.

https://t.co/v4uIs2sZ45 https://t.co/A0azBPxaV0",2022-12-13 20:22:06+00:00
Posted on: 2022-12-06; at: 08:46,GRAFANA,"Don't miss out!  We'll be hosting events throughout 2023 and assisting people around the world in their observability journey with the LGTM stack.  Sign up here and be alerted when events come to your region.

https://t.co/7KLf94k2tj",2022-12-06 08:46:00+00:00
Posted on: 2022-12-05; at: 21:50,GRAFANA,@vgsnv We encountered a farmer on his way to market.  In his cart he kept chickens caged to keep the grain he also hauled safely to market. The wheel broke though neither chickens or grain completed their journey.  (in major outages colocation can prevent you getting important metrics).,2022-12-05 21:50:35+00:00
Posted on: 2022-12-05; at: 14:27,GRAFANA,"Want to learn the ins and outs of configuring Grafana Loki?

Check out this upcoming webinar on December 14th and build on the knowledge shared in our ""Getting started with logging and Grafana Loki"" webinar which is available on-demand now.

https://t.co/v4uIs2sZ45 https://t.co/xOMxzv6Ubx",2022-12-05 14:27:06+00:00
Posted on: 2022-12-01; at: 21:59,GRAFANA,"@Toronto_Chad We wanted to follow up and let you know that Grafana 9.3.1 which fixes the Windows installer issues that previously prevented you from updating to 9.3.0 is now available for download.
https://t.co/tzxKnGLqkN",2022-12-01 21:59:18+00:00
Posted on: 2022-11-30; at: 18:37,GRAFANA,"#Kubernetes, paired with Prometheus monitoring and Grafana visualization and alerting, has transformed cloud native development. Check out this webinar and be sure to stop by booth #745 at AWS #Reinvent this week and ask us about Kubernetes monitoring. https://t.co/2SX6kqbhby https://t.co/Ud4pn5qX4s",2022-11-30 18:37:22+00:00
Posted on: 2022-11-29; at: 17:05,GRAFANA,"Distributed tracing is quickly becoming an invaluable part of a modern observability solution.  Join us tomorrow for this webinar and learn about how you can scale your distributed tracing with Grafana Tempo.
https://t.co/uLjwFxIbLV",2022-11-29 17:05:03+00:00
Posted on: 2022-11-29; at: 14:52,GRAFANA,"Check out this great webinar hosted by Isovalent, available on demand now and learn how Isovalent &amp; Grafana team up to provide powerful observability for service connectivity.

https://t.co/UgWuPYiI2T",2022-11-29 14:52:04+00:00
Posted on: 2022-11-28; at: 14:49,GRAFANA,"Grafana’s Loki is an open source project for logging aggregation.  In our December 8th webinar you’ll hear about the key benefits of Loki and learn how to create metrics from logs and alert on your logs with powerful Prometheus-style alerting rules.
https://t.co/DMWBdGdEGc",2022-11-28 14:49:04+00:00
Posted on: 2021-09-22; at: 14:56,KSQLDB,"Driving company-wide event streaming and log-based change data capture at @boltapp, powered by @apachekafka,  ksqlDB, and @debezium. It's today's #StreamingAudio rewind: https://t.co/HcsRvrK67J",2021-09-22 14:56:49+00:00
Posted on: 2022-06-06; at: 15:24,KUBERNETESIO,"#Kubernetes v1.24 has introduced a new alpha-level feature that prevents unauthorized users from modifying the volume mode of a #PersistentVolumeClaim created from an existing VolumeSnapshot in the #Kubernetes cluster.

Check out more the blog! https://t.co/MeiKI5GwTr",2022-06-06 15:24:00+00:00
Posted on: 2022-08-24; at: 13:38,LIGHTDASH_DEVS,"Listen to @datumnite chat on the latest episode of Meet The Analytics Stack podcast on all things Lightdash, what we're building and why new data tooling is only useful if you can point to how it improves someone's quality of life! 
https://t.co/az1horTbEm",2022-08-24 13:38:43+00:00
Posted on: 2023-01-24; at: 15:59,MARIADB,"Change is good! 👍 And #FinancialService institutions need change to compete with big #tech and #FinTech startups.

Tune into our webinar and learn how reimagined #DistributedSQL databases can level up transactions.
https://t.co/XlndEbaeOm",2023-01-24 15:59:30+00:00
Posted on: 2023-01-21; at: 16:24,MARIADB,"There’s a reason why #Nodejs has been a household name among #developers.

We dive into WHY and how to get started using #MariaDB’s Nodejs connector in our on-demand webinar.

Look out, #JavaScript — Nodejs has taken things to a new level! 
https://t.co/I62jK61P71",2023-01-21 16:24:00+00:00
Posted on: 2023-01-19; at: 15:06,MARIADB,"Searching for the best deployment option?

Use our #MariaDB migration assessment tool to find out. You’ll be migrating from #MySQL to MariaDB in no time.

Learn what to avoid, as well as migration best practice, in our on-demand webinar. 👀
https://t.co/59Wt7rJBXj",2023-01-19 15:06:08+00:00
Posted on: 2023-01-18; at: 18:44,MARIADB,"Your business is changing. It’s time to keep up. 

The key to keeping up is #data, that’s always up to date and accurate — even when bad things happen. Watch our webinar to see how #DistributedSQL can help: https://t.co/2xpRQuQsnI.",2023-01-18 18:44:30+00:00
Posted on: 2023-01-16; at: 22:08,MARIADB,"Moving can be hard… 🚚

But not when it comes to moving your #database to the #cloud! 🌥️

See how simple it can be while also adding analytics — it’s in our on-demand webinar! 
https://t.co/pXFjbDN8Q9",2023-01-16 22:08:30+00:00
Posted on: 2023-01-14; at: 18:19,MARIADB,"Take charge of your structured AND semi-structured #data with a hybrid data model. 💪

Discover in our on-demand webinar how #MariaDB’s #JSON capabilities can help you get your power back.
https://t.co/NyDjXAi4b7",2023-01-14 18:19:30+00:00
Posted on: 2023-01-13; at: 20:05,MARIADB,"To have a complete #DBaaS you need:
➡️ Fault tolerance
➡️ Elasticity
➡️ High availability

With #MariaDB #Xpand on Google Cloud, you get all of that and more. See in our on-demand webinar what it’s capable of. 👀

https://t.co/bRoXmCH6Qd https://t.co/888iTXZCcW",2023-01-13 20:05:30+00:00
Posted on: 2023-01-12; at: 18:56,MARIADB,"Columnar storage and #Python are here to solve your modern-day #DataScience and analytical problems. 

By combining both, #MariaDB can help you scale out massive analytical workloads.

Find out how in our on-demand webinar. https://t.co/9Dfwm6mu8W",2023-01-12 18:56:48+00:00
Posted on: 2023-01-11; at: 14:56,MARIADB,"Calling all #software companies (ISVs).

Join us on Wed., Jan. 25, for a LIVE webinar, where we discuss how you can save up to 10x on your underlying #database. You won’t want to miss it!
https://t.co/1gxDI6txWK",2023-01-11 14:56:32+00:00
Posted on: 2023-01-10; at: 22:48,MARIADB,"From schema design to cluster design and query performance, these all determine how well a #DistributedSQL performs.

Learn the ins and outs to optimize performance with our on-demand webinar.

Get ready to go beyond the basics! 
https://t.co/Q4xbH8NuO2",2023-01-10 22:48:00+00:00
Posted on: 2022-10-27; at: 16:01,MELTANODATA,"#TapToberfest2022 is almost at an end, and we’d love to see what you were able to work on!🙌 Don’t worry, it doesn’t have to be perfect or completely finished. Reach out to Amanda on our #taptoberfest-2022 slack channel to find out more!

#meltano #elt #dataintegration #dataevent https://t.co/vhmc1QKohb",2022-10-27 16:01:04+00:00
Posted on: 2022-10-27; at: 00:00,MELTANODATA,"Talk about a productive week, way to go @pat_nadolny.👏 This is just one of the many achievements reported during our #TapToberfest2022 and we’re only halfway through! If you’d like to contribute, just make sure to register here: https://t.co/ZWkpfm2bIS 

#meltano #elt #dataevent https://t.co/1MKUgUk8mm",2022-10-27 00:00:10+00:00
Posted on: 2022-10-25; at: 14:30,MELTANODATA,"Are you already working in your #tap / #target masterpiece? You might find these tutorials helpful! You can find them in the homepage of https://t.co/G73SejRzNo 🙌 See you later and happy hacking!🐉💜

#meltano #taptoberfest2022 #elt #dataintegration #dataevent #dataengineering https://t.co/79hp8tTSjL",2022-10-25 14:30:09+00:00
Posted on: 2022-10-21; at: 15:06,MELTANODATA,"What’s in it for you in our #TapToberfest2022? These are just some of the many advantages of participating in these types of events! Find out more and register here: https://t.co/ZWkpflKAki 

#meltano #taptoberfest #elt #dataintegration #dataevent https://t.co/KAutkn0WIg",2022-10-21 15:06:08+00:00
Posted on: 2022-10-19; at: 00:19,MELTANODATA,"How you’ll sleep after securing your spot in #TapToberfest2022. 😴💜 From October 24th to 28th, you’ll be able to collaborate with other #Meltano enthusiasts in a week of building taps and targets. Register here! https://t.co/ZWkpfm2bIS 

#elt #dataintegration #dataevent https://t.co/zDpCHzNSGI",2022-10-19 00:19:01+00:00
Posted on: 2022-10-13; at: 16:04,MELTANODATA,"Every company needs to analyze their #data in order to make smart business decisions. @tayloramurphy, shared with the #TechLeaderTalk podcast valuable tips on analyzing your data, questions to consider and many more to help you grow your company. 💪  https://t.co/Y5SrlmbChP https://t.co/ZiQbyyzu5S",2022-10-13 16:04:03+00:00
Posted on: 2022-10-07; at: 16:33,MELTANODATA,"Registration is OPEN! You can now sign up to our #TapToberfest2022 to join other #Meltano enthusiasts for a week of building #taps and #targets and fun surprises. 🙌 Find out more and register here: https://t.co/ZWkpfm2bIS 

#elt #dataintegration #dataevent #dataengineering https://t.co/d9pUZh0ccs",2022-10-07 16:33:02+00:00
Posted on: 2022-09-28; at: 14:26,MELTANODATA,"Our DataOps Evangelist, @sbalnojan is giving a crash course on the pragmatic definition of the #DataMesh with @SubsurfaceComm today at 12:00pm AST. 🙌 Don’t miss out to get a quick introduction to these concepts! https://t.co/asG00aUmzu 

#meltano #dataevent #dataintegration https://t.co/OkATNbcM3O",2022-09-28 14:26:55+00:00
Posted on: 2022-09-27; at: 23:56,MELTANODATA,"Get your coding skills ready for this year’s #TapToberfest cause we’ll have a week packed with activities, pairing sessions, networking and lots of surprises. 🤫💜

Stay tuned for the next couple of days to register! 

#meltano #dataops #dataintegration #dataevent #dataplatform https://t.co/NzPUl0YdCa",2022-09-27 23:56:01+00:00
Posted on: 2023-01-26; at: 15:12,METABASE,"💬 We'll discuss:

- Business strategies for preventing churn
- Having end-to-end visibility over the entire customer journey
- Setting up a modern analytics stack and optimizing Metabase dashboards
- Making the most out of your Metabase reporting tool.

See you there!",2023-01-26 15:12:14+00:00
Posted on: 2022-10-12; at: 16:42,METABASE,"Join us next Thursday to hear Amogh sharing an electrifying tale of missing events and spreadsheet madness.

Make sure to RSVP 👇
https://t.co/GPaEBtI0yM",2022-10-12 16:42:48+00:00
Posted on: 2022-10-12; at: 16:42,METABASE,"The Data Horror Stories fireside chat is coming next week 🎃

Meet one of our event’s guests - @amoghito, co-founder of @eeselapp, and previously a product manager at Atlassian and Intercom. 👇
https://t.co/GPaEBu09MU https://t.co/DMTkoOPWyD",2022-10-12 16:42:47+00:00
Posted on: 2022-10-12; at: 16:40,METABASE,"Join us next Thursday to hear Amogh sharing an electrifying tale of missing events and spreadsheet madness.
Make sure to RSVP 👇
https://t.co/YXrKKncAnn",2022-10-12 16:40:34+00:00
Posted on: 2023-01-24; at: 16:58,MYSQL,"[Webinar] Jan 26, 10AM PT. Learn how https://t.co/tY15Ie5Nlf leverages MySQL High Availability on OCI to turbocharge its Conversation AI engine. https://t.co/gQ6zkRP18R
#MySQL #MySQLHeatWave #AI #HighAvailability #Oraclecloud https://t.co/d4xFn4mgjp",2023-01-24 16:58:38+00:00
Posted on: 2023-01-18; at: 20:35,MYSQL,"[Live Webinar] Jan 19. 10AM PT. MySQL, JSON, &amp; YOU: Perfect together. Will show examples of using the JSON data type to store data in a table and use SQL commands to retrieve, filter, and sort that data. And more.https://t.co/QCEg7kofgX
#MySQL #JSON https://t.co/SuUjz7wlaI",2023-01-18 20:35:06+00:00
Posted on: 2023-01-16; at: 21:47,MYSQL,"[Live Webinar] JAN 18. 9AM PT. Learn how to build MySQL applications on AWS with OLTP, analytics, and machine learning. https://t.co/cIs1ntk87H
#MySQL #MySQLHeatWave #AWS #AmazonAurora #Amazonreshift https://t.co/F0AXtJWgGJ",2023-01-16 21:47:08+00:00
Posted on: 2023-01-16; at: 06:07,MYSQL,"[Live Webinar] Jan 17. 10AM CET. Introduction to MySQL HeatWave on AWS. Run transaction processing, analytics, and ML in one database service. No more ETL duplication between Aurora and Redshift for analytics. https://t.co/fq4EtkHYge
#MySQL #MySQLHeatWave #AWS https://t.co/wHDmdUS3li",2023-01-16 06:07:43+00:00
Posted on: 2023-01-05; at: 01:05,MYSQL,"[Live Webinar] Jan 11, 2023. 11AM SGT. TechXchange: MySQL HeatWave on AWS.  Run transaction processing, analytics, and ML in one database service. No more ETL duplication between Aurora and Redshift for analytics. Register now:https://t.co/rkCX3DiUFL #MySQL #AWS #MySQLHeatWave https://t.co/QkJiFDSvpj",2023-01-05 01:05:03+00:00
Posted on: 2022-12-28; at: 20:50,MYSQL,"[Best of 2022] See the MySQL 2022 highlights, including product releases, top new features, the best webinars, blogs, videos, customer references, and more. Subscribe to get your monthly MySQL newsletter in 2023. https://t.co/vpK2wqF4nh
#mysql #MySQLHeatWave #newsletter https://t.co/9shYB8gJca",2022-12-28 20:50:03+00:00
Posted on: 2022-12-06; at: 18:42,MYSQL,"[Live webinar] DEC 8, 10AM PT. Learn about the in-database machine learning capabilities of MySQL HeatWave. See how to fully automate; eliminate ETL; and how to explain predictions based on ML models. https://t.co/hr3uTsV4Cy
#mysql #MySQLHeatWave #MachineLearning #ML https://t.co/8ULdNx6ybE",2022-12-06 18:42:29+00:00
Posted on: 2022-11-30; at: 20:53,MYSQL,"[Blog] Learn how to connect to MySQL without using a password but by using a SSL certificate, known as X509. https://t.co/OPfzlh7r4C
#MySQL #SSLCertificate #databasesecurity https://t.co/K4KreL6U4E",2022-11-30 20:53:51+00:00
Posted on: 2022-11-28; at: 16:39,MYSQL,"[Webinar] Dec 1st, 10AM PT. Top Tips You Need to Learn about MySQL as a Beginner. Will cover essentials tools, tips to install, configure and manage the server, examples of query execution and more. https://t.co/kmhLBuVM4m https://t.co/lQqwSrs0KO",2022-11-28 16:39:03+00:00
Posted on: 2022-11-22; at: 05:46,MYSQL,"[Free In-person Event] MySQL Day London. NOV24. 9-4PM. Learn what's new with MySQL (AWS, Azure, Lakehouse). Guest speakers from BBC and Vodafone. Mingle with local experts. See full agenda: https://t.co/B3nBfBd7AI
#MySQL #MySQLHeatWave #Event #London #AWS #Azure https://t.co/XR1L6Dkzdh",2022-11-22 05:46:00+00:00
Posted on: 2022-11-21; at: 21:48,MYSQL,"[Live Webinar - APAC]  NOV 24. Learn how to easily migrate your MySQL databases to the cloud with MySQL HeatWave. Register now: https://t.co/NTq925iz62
#MySQL #MySQLHeatWave https://t.co/VFAZES5qiA",2022-11-21 21:48:31+00:00
Posted on: 2022-11-15; at: 04:43,MYSQL,"[Free Virtual Event - In French] NOV 16, 10-12H CEST. MySQL Cloud Day. Discover the latest news about MySQL HeatWave on OCI, AWS, Azure. Learn from Web-Konseil's experience. And more.
https://t.co/I7GSxDi2Qq::
#MySQL #MySQLHeatWave #AWS #Azure https://t.co/LSpOL6c0CB",2022-11-15 04:43:02+00:00
Posted on: 2022-11-14; at: 16:34,MYSQL,"[Live Webinar] NOV 16. 10AM PT. What's new with MySQL. Includes most important new features up to the latest 8.0.31 release. Discover their benefits and how to use them. https://t.co/y2UKtxmPSo
#MySQL #MySQLHeatWave #AWS #Azure https://t.co/D7nyWNcImJ",2022-11-14 16:34:37+00:00
Posted on: 2022-11-07; at: 17:51,MYSQL,"[Live Webinar] NOV 10. 9AM PT. Run transaction processing, analytics, and machine learning natively on AWS. Includes price/performance benchmarks, a demo and tips to get started. https://t.co/iM7RA7Wooi
#MySQL #MySQLHeatWave #AWS #cloud #clouddatabase https://t.co/I7ScQ9xIlh",2022-11-07 17:51:20+00:00
Posted on: 2022-11-02; at: 20:26,MYSQL,"[Live Webinar] in Korean. NOV 9. 10AM KST. Level UP to Enterprise Grade Security with MySQL.
https://t.co/jiGBvrY2Na https://t.co/wIKhfm41QL",2022-11-02 20:26:14+00:00
Posted on: 2022-11-01; at: 17:57,MYSQL,"[Webinar] NOV 3. 10AM PT. MySQL Security from Data Protection to Regulation Compliance. Discover the latest MySQL advanced features to achieve the highest levels of MySQL security. https://t.co/Rr8QR0JZr4
#MySQL #databasesecurity #GDPR #PCI #HIPAA https://t.co/cErIaVJzaK",2022-11-01 17:57:57+00:00
Posted on: 2022-10-24; at: 18:39,MYSQL,"[Webinar] OCT27. 10AM PT. Learn how to seamlessly migrate your on premises MySQL database to the cloud with MySQL HeatWave. https://t.co/dwWNt92HiU
#MySQL #MySQLHeatWave #Cloud #AWS #Oraclecloud https://t.co/2UZ9AIFmdR",2022-10-24 18:39:01+00:00
Posted on: 2022-10-10; at: 18:37,MYSQL,"[Webinar] OCT 13. 10AM PT. MySQL Performance Tuning. Will cover ways to analyze the instances' performance and share suggestions and best practices. https://t.co/crEyxPmNti
#MySQL #BestPractices #QueryPerformance https://t.co/B1nGtyYKk1",2022-10-10 18:37:54+00:00
Posted on: 2022-10-10; at: 13:51,MYSQL,"[Podcast] @LastWeekinAWS, Corey Quinn Takes MySQL HeatWave on AWS for a Test Drive. ""I’m really optimistic about what the launch of this service portends for Oracle.” https://t.co/n26f0Zey2m
#MySQL #MySQLHeatWave #AWS #Oracle",2022-10-10 13:51:00+00:00
Posted on: 2022-10-17; at: 21:26,MOTHERDUCK,"Dear all those @coalesceconf attendees with zoomorphic tendencies: you’ll find @thetinot quacking away at the conference. Join his raft in NOLA, get to know each other and share your love of data. 

#DuckDB #DataEngineering #DataAnalytics",2022-10-17 21:26:13+00:00
Posted on: 2023-01-25; at: 18:37,MONTECARLODATA,"Data contracts=preventing service changes from making unwanted schema changes (yay!), but what if you rolled out contracts in the data warehouses? 🤔Chad Sanderson shares what data teams can expect when implementing data contracts within the warehouse: https://t.co/TmqJG84XjG https://t.co/kpUdiA2EIF",2023-01-25 18:37:39+00:00
Posted on: 2023-01-05; at: 18:24,MONTECARLODATA,"In Denver on January 17th? Join us along with @fivetran, @HightouchData , and @SeattleDataGuy for an exclusive networking event with Adam Woods, the CEO at @choozle and architect of the company’s modern (and reliable!) data stack. Learn more: https://t.co/aoY2aguIDM https://t.co/Qgz2Tm4lJ2",2023-01-05 18:24:01+00:00
Posted on: 2022-12-27; at: 19:03,MSPOWERBI,"@ScholasticaOla We're rooting for you! If you decide to take the certification exam, we recommend checking out the free learning path and other resources that can be found on this page here: https://t.co/KyZyod4Z14",2022-12-27 19:03:30+00:00
Posted on: 2022-11-15; at: 05:14,NUMPY_TEAM,"The next NumPy Newcomers Hour will be held this Thurs, November 17th at 8 pm UTC.
Ross Barnowski, a NumPy maintainer and postdoc scholar at @UCBIDS, will talk about the content and maintenance of the /numpy-tutorials.
For more info about this event, visit: https://t.co/dJx8dAMCSM https://t.co/aT4HrIlCj8",2022-11-15 05:14:09+00:00
Posted on: 2022-09-19; at: 13:57,NUMPY_TEAM,"Our next Newcomers’ Hour will be held this Thurs, Sept 22nd at 2 pm UTC. @marsbarlee, a @quansightai tech illustrator, invites you for a Design Jam to discuss what a NumPy contributor journey map should look like. 
For more info about this event, visit: https://t.co/zBtoBjBzvB https://t.co/BSPmH9Z2BJ",2022-09-19 13:57:29+00:00
Posted on: 2020-10-12; at: 19:54,NUMPY_TEAM,"We also see this event as an opportunity to connect with potential contributors, especially from groups underrepresented in STEM and open source. If you would like to learn about the various roles in the project and the types of work we do please join us at the event. 2/2",2020-10-12 19:54:07+00:00
Posted on: 2021-01-11; at: 13:49,PANDAS_DEV,Check out this webinar from @openteamsinc with one of our maintainers @jorisvdbossche on a few things going on in pandas land. Thanks @openteamsinc for organizing! https://t.co/yJyTdBRawi,2021-01-11 13:49:51+00:00
Posted on: 2023-01-25; at: 18:01,PYDATA,"Our new PyData Rome chapter will host its second Meetup event this Friday, January 27! Luigi Selmi will be leading a presentation on Copernicus Services and how to use this data to develop Jupyter Notebooks with Python

More info can be found here: https://t.co/PA5LGFZwcC https://t.co/darm9K4YBc",2023-01-25 18:01:33+00:00
Posted on: 2023-01-25; at: 17:34,PYDATA,"We’re reigniting 🔥the #Boston chapter of PyData + we’re looking for folks who want to help organize! 

Organizers are involved in organizing events, member engagement activities and general group management. Application + meeting times in the form below:

https://t.co/7EyDUwIHdk https://t.co/CWGGWxo5xW",2023-01-25 17:34:31+00:00
Posted on: 2023-01-06; at: 20:30,PYDATA,"⏰ 1-Month countdown to the @PyDataSeattle CFP begins NOW ⏰

Join us this spring in beautiful Seattle for the return of our annual conference on April 26-28🌼

Call for proposals closes on February 6th: https://t.co/AMvMMJ8xqK https://t.co/PK4TH73yPo",2023-01-06 20:30:11+00:00
Posted on: 2022-12-03; at: 14:35,PYDATA,"Welcome to PyData Global day 3!
Attendees check out your email or Discord for event links!
#datascience #community #ai #python #DiversityAndInclusion 
https://t.co/l25XGuddtE https://t.co/fcai1sCueP",2022-12-03 14:35:57+00:00
Posted on: 2022-12-02; at: 12:31,PYDATA,"Attendees check your email or Discord for today's events!

https://t.co/l25XGtVCC6 https://t.co/cnPBatwDqW",2022-12-02 12:31:22+00:00
Posted on: 2022-11-30; at: 16:44,PYDATA,"PyData Global 2022 is a virtual conference organized by people dedicated to the #opensource #datascience community! Come and join your fellow #datascientists for three days of talks, sprints, workshops, and chances to socialize. https://t.co/l25XGuddtE https://t.co/7tmaMwyrqX",2022-11-30 16:44:11+00:00
Posted on: 2022-11-25; at: 14:21,PYDATA,"It is in the format of a short presentation (15 mins) on the state of the art in their area of expertise, and a discussion session afterward.

Main conference and tickets at https://t.co/l25XGtWarE",2022-11-25 14:21:20+00:00
Posted on: 2022-11-25; at: 14:21,PYDATA,"⭕ Before the main PyData Global conference, the committee runs an Expert Briefings series- these are presented by individuals who are key contributors to the PyData community and have extensive experience in their respective domains.",2022-11-25 14:21:20+00:00
Posted on: 2022-11-22; at: 23:33,PYDATA,"📢 PyData Global 2022 has several sprints aimed at, or approachable by new contributors! Find out more about the conference and purchase tickets at https://t.co/l25XGtVCC6 https://t.co/U8jV6kWhtU",2022-11-22 23:33:02+00:00
Posted on: 2022-11-26; at: 19:30,POSTGRESQL,News: Call for Proposals is open for Citus Con: An Event for Postgres 2023! https://t.co/i1AcNALJIZ,2022-11-26 19:30:03+00:00
Posted on: 2022-10-21; at: 16:00,POSTGRESQL,News: New podcast Postgres FM https://t.co/Y3S4PSEcqZ,2022-10-21 16:00:03+00:00
Posted on: 2022-09-13; at: 19:00,POSTGRESQL,News: pgBadger v12.0 released https://t.co/ENJ8rDbPCs,2022-09-13 19:00:02+00:00
Posted on: 2022-12-08; at: 18:42,PROJECTJUPYTER,"Do you have a great idea for a talk or poster for JupyterCon 2023? Make sure to get your proposals in before the December 15th deadline: https://t.co/UmAgOenzdB

We look forward to hearing about your ideas for the upcoming conference! https://t.co/rJmDXkO9sU",2022-12-08 18:42:57+00:00
Posted on: 2022-12-08; at: 09:47,PROJECTJUPYTER,"The conference will be held in person
In the beautiful city of Paris, no substitution
Were you'll find plenty of accommodations
So you can focus on the presentations and conversation 2/5",2022-12-08 09:47:40+00:00
Posted on: 2022-10-05; at: 22:04,PROJECTJUPYTER,"Exciting news about JupyterCon:
The long-awaited conference is back in the spring of 2023! 
We can't wait to bring everyone together for the return of this conference. Dates and location will be announced soon. https://t.co/Se7FvyWg2B",2022-10-05 22:04:46+00:00
Posted on: 2022-05-20; at: 16:33,PROJECTJUPYTER,Project Jupyter is excited to partner with the @PyData community for a sprint during the upcoming London conference! The sprint will be tackling JupyterLab issues – all levels are welcomed. Check out the schedule below for full conference details https://t.co/mMwIIuNYlg,2022-05-20 16:33:29+00:00
Posted on: 2023-01-23; at: 15:36,PREFECTIO,"See how Prefect enabled PACC-certified DE John Kang to go from Excel+VBA scripts to fully orchestrated data pipelines. https://t.co/GOS1hVGblZ

🛫  Register for NYC or other cities near you! https://t.co/zgBX7U3KkX

#dataengineering #learning #certification #NewYorkCity https://t.co/QRJriZdGMD",2023-01-23 15:36:33+00:00
